Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Catalogo,Chrome 148.0.7778.179,,,09-06-2026 21:11:43,09-06-2026 21:13:51,"2m - 8,365s",FAILED
,,,,,,,
Test Cases/Catalogo/TC_4.1_1,Chrome 148.0.7778.179,Catalogo mostra i 4 prodotti seed,"Navigazione + verifica testo (es. ""kiwi"")",09-06-2026 21:11:43,09-06-2026 21:11:47,"3,800s",PASSED
Start listener action : resetSeedBeforeTestCase,Chrome 148.0.7778.179,,,09-06-2026 21:11:43,09-06-2026 21:11:43,"0,261s",PASSED
"openBrowser("""")",Chrome 148.0.7778.179,,,09-06-2026 21:11:43,09-06-2026 21:11:45,"2,046s",PASSED
"navigateToUrl(base + ""ProductView.jsp"")",Chrome 148.0.7778.179,,,09-06-2026 21:11:45,09-06-2026 21:11:46,"0,399s",PASSED
takeScreenshot(),Chrome 148.0.7778.179,,,09-06-2026 21:11:46,09-06-2026 21:11:46,"0,588s",PASSED
"verifyTextPresent(""SCOPRI I NOSTRI PRODOTTI"", false)",Chrome 148.0.7778.179,,,09-06-2026 21:11:46,09-06-2026 21:11:47,"0,282s",PASSED
closeBrowser(),Chrome 148.0.7778.179,,,09-06-2026 21:11:47,09-06-2026 21:11:47,"0,173s",PASSED
,,,,,,,
Test Cases/Catalogo/TC_4.1_2,Chrome 148.0.7778.179,"Catalogo vuoto → messaggio

Richiede DB svuotato → manuale/opzionale, per non alterare la baseline",,09-06-2026 21:11:47,09-06-2026 21:11:56,"9,158s",PASSED
Start listener action : resetSeedBeforeTestCase,Chrome 148.0.7778.179,,,09-06-2026 21:11:47,09-06-2026 21:11:47,"0,112s",PASSED
"openBrowser("""")",Chrome 148.0.7778.179,,,09-06-2026 21:11:47,09-06-2026 21:11:48,"0,899s",PASSED
"navigateToUrl(base + ""loginForm.jsp"")",Chrome 148.0.7778.179,,,09-06-2026 21:11:48,09-06-2026 21:11:49,"1,403s",PASSED
"setText(css(""#email""), ""g.barba14@studenti.unisa.it"")",Chrome 148.0.7778.179,,,09-06-2026 21:11:49,09-06-2026 21:11:49,"0,001s",PASSED
t = new com.kms.katalon.core.testobject.TestObject(sel),Chrome 148.0.7778.179,,,09-06-2026 21:11:49,09-06-2026 21:11:49,"0,009s",PASSED
"t.addProperty(""css"", EQUALS, sel)",Chrome 148.0.7778.179,,,09-06-2026 21:11:49,09-06-2026 21:11:49,"0,008s",PASSED
return t,Chrome 148.0.7778.179,,,09-06-2026 21:11:49,09-06-2026 21:11:50,"0,672s",PASSED
"setText(css(""#password""), ""ABC123."")",Chrome 148.0.7778.179,,,09-06-2026 21:11:50,09-06-2026 21:11:50,"0,001s",PASSED
t = new com.kms.katalon.core.testobject.TestObject(sel),Chrome 148.0.7778.179,,,09-06-2026 21:11:50,09-06-2026 21:11:50,"0,000s",PASSED
"t.addProperty(""css"", EQUALS, sel)",Chrome 148.0.7778.179,,,09-06-2026 21:11:50,09-06-2026 21:11:50,"0,000s",PASSED
return t,Chrome 148.0.7778.179,,,09-06-2026 21:11:50,09-06-2026 21:11:51,"0,604s",PASSED
"click(css(""#submit""))",Chrome 148.0.7778.179,,,09-06-2026 21:11:51,09-06-2026 21:11:51,"0,001s",PASSED
t = new com.kms.katalon.core.testobject.TestObject(sel),Chrome 148.0.7778.179,,,09-06-2026 21:11:51,09-06-2026 21:11:51,"0,000s",PASSED
"t.addProperty(""css"", EQUALS, sel)",Chrome 148.0.7778.179,,,09-06-2026 21:11:51,09-06-2026 21:11:51,"0,000s",PASSED
return t,Chrome 148.0.7778.179,,,09-06-2026 21:11:51,09-06-2026 21:11:51,"0,287s",PASSED
delay(2),Chrome 148.0.7778.179,,,09-06-2026 21:11:51,09-06-2026 21:11:53,"2,031s",PASSED
"navigateToUrl(base + ""product"")",Chrome 148.0.7778.179,,,09-06-2026 21:11:53,09-06-2026 21:11:53,"0,078s",PASSED
delay(2),Chrome 148.0.7778.179,,,09-06-2026 21:11:53,09-06-2026 21:11:55,"2,009s",PASSED
takeScreenshot(),Chrome 148.0.7778.179,,,09-06-2026 21:11:55,09-06-2026 21:11:56,"0,533s",PASSED
"verifyElementPresent(css(""input[value='Aggiungi']""), 5)",Chrome 148.0.7778.179,,,09-06-2026 21:11:56,09-06-2026 21:11:56,"0,001s",PASSED
t = new com.kms.katalon.core.testobject.TestObject(sel),Chrome 148.0.7778.179,,,09-06-2026 21:11:56,09-06-2026 21:11:56,"0,001s",PASSED
"t.addProperty(""css"", EQUALS, sel)",Chrome 148.0.7778.179,,,09-06-2026 21:11:56,09-06-2026 21:11:56,"0,000s",PASSED
return t,Chrome 148.0.7778.179,,,09-06-2026 21:11:56,09-06-2026 21:11:56,"0,271s",PASSED
closeBrowser(),Chrome 148.0.7778.179,,,09-06-2026 21:11:56,09-06-2026 21:11:56,"0,153s",PASSED
,,,,,,,
Test Cases/Catalogo/TC_4.2_1,Chrome 148.0.7778.179,"Ordinare il catalogo per nome
Navigazione URL + verifica ordine",,09-06-2026 21:11:56,09-06-2026 21:11:58,"2,483s",PASSED
Start listener action : resetSeedBeforeTestCase,Chrome 148.0.7778.179,,,09-06-2026 21:11:56,09-06-2026 21:11:56,"0,079s",PASSED
